OBJECTID,CREEK_NAME,MUNI,COUNTY,WATERSHED,SUBSHED,LABEL,SEGMENT_ID,REACH_ID,INF1,INF2,INF3,INF4,INF_ID,SOURCE,GNIS_NAME,GNIS_ID,MON_ID,RESTORATION_ID,ORDER_SHREVE,ORDER_STRAHLER,UREACHID,FACILITYID,EDITOR,EDIT_DATE,NOTES,RIVERMILE,Shape__Area,Shape__Length
5130,Hillcrest Run,Philadelphia,,Wissahickon Creek,,,WSHC01,WSHC02,,,,,,,,,WS680,,,,,WSHC01,Mary Ellen McCarty,2014/03/19 00:00:00+00, ,0,192.17578125,159.122002302309
5131,Hillcrest Run,Philadelphia,,Wissahickon Creek,,,WSHC01,WSHC02,Culverted,,,,WScul694,,,,WS680,,,,,WSHC01,Xi Chen,2014/10/27 00:00:00+00, ,0,78.328125,62.1016050724894
5132,Hillcrest Run,Philadelphia,,Wissahickon Creek,,,WSHC01,WSHC02,,,,,,,,,WS680,,,,,WSHC01,Mary Ellen McCarty,2014/03/19 00:00:00+00, ,0,364.61328125,287.277717248819
5133,Sandy Run,Philadelphia,,Pennypack Creek,,,PPSR03,PPSR02,,,,,,,,,PPSR010,,,,,PPSR03,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,461.48046875,108.357162306269
5134,Sandy Run,Philadelphia,,Pennypack Creek,,,PPSR03,PPSR03a,,,,,,,,,PPSR010,,,,,PPSR03,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,68.46484375,34.1226428059053
5135,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR09,CC_RR09,Culverted,,,,,,,,DCC253,,,,,CC_RR09,Mary Ellen McCarty,2014/03/17 00:00:00+00, ,0,393.6796875,83.364140414605
5136,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR03,WSCR04,,Channelized,Left Bank Channelized,,,,,,WSCC209,,,,,WSCR03,Mary Ellen McCarty,2014/05/05 00:00:00+00, ,0,84.484375,68.3430388689194
5137,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR05,WSCR06,,Channelized,Right Bank Channelized,,,,,,WSCC151,,,,,WSCR05,Mary Ellen McCarty,2014/05/05 00:00:00+00, ,0,56.625,33.7836889897822
5138,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR05,WSCR06,,,,,,,,,WSCC151,,,,,WSCR05,Mary Ellen McCarty,2014/05/05 00:00:00+00, ,0,116.9140625,50.013920832167
5139,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR05,WSCR06,Bridged,,,,WSbri213,,,,WSCC151,,,,,WSCR05,Mary Ellen McCarty,2014/05/05 00:00:00+00, ,0,276.15625,77.71563774499
5140,Tookany Creek,Cheltenham Township,Montgomery,Tookany-Tacony Frankford Creek,,,MS75,MS76,,,,,,,,,TF620,,,,,,Mary Ellen McCarty,2014/05/15 00:00:00+00, ,0,2076.8984375,264.078594354553
5141,Tookany Creek,Cheltenham Township,Montgomery,Tookany-Tacony Frankford Creek,,,MS77,MS76,,,,,,,,,TF620,,,,,,Mary Ellen McCarty,2014/05/15 00:00:00+00, ,0,1116.21875,147.455421467421
5142,Tacony Creek,Philadelphia,,Tookany-Tacony Frankford Creek,,,MS103,MS104,,,,,,,,,TF444,Reach 04,,,,MS103,Mary Ellen McCarty,2014/05/16 00:00:00+00, ,0,1142.765625,170.244181916034
5143,Tacony Creek,Philadelphia,,Tookany-Tacony Frankford Creek,,,MS111,MS110,,,,,,,,,TF375,Reach 05,,,,MS111,Mary Ellen McCarty,2014/05/16 00:00:00+00, ,0,460.03125,85.9831292389803
5144,Tacony Creek,Philadelphia,,Tookany-Tacony Frankford Creek,,,MS111,MS112,,,,,,,,,TF337,Reach 06,,,,MS111,Mary Ellen McCarty,2014/05/16 00:00:00+00, ,0,932.5078125,140.415455743477
5145,"Monoshone Creek, unnamed trib (B)",Philadelphia,,Wissahickon Creek,,,WSU_SG1,WSU_SG1,Culverted,,,,WScul519,,,,MCRR002,,,,,WSU_SG1,Mary Ellen McCarty,2014/05/13 00:00:00+00, ,0,121.1171875,85.8749751457129
5146,"Monoshone Creek, unnamed trib (B)",Philadelphia,,Wissahickon Creek,,,WSU_SG1,WSU_SG1,,,,,,,,,MCRR002,,,,,WSU_SG1,Mary Ellen McCarty,2014/05/13 00:00:00+00, ,0,20.05859375,18.7862762077156
5147,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR05,WSCR04,Culverted,,,,WScul194,,,,WSCC189,,,,,WSCR05,Mary Ellen McCarty,2014/05/05 00:00:00+00, ,0,331.37109375,140.193861419489
5148,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR05,WSCR06,,,,,,,,,WSCC151,,,,,WSCR05,Mary Ellen McCarty,2014/05/05 00:00:00+00, ,0,657.0390625,189.702555454364
5149,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR07,WSCR06,,Channelized,All Sides Channelized,,,,,,WSCC151,,,,,WSCR07,Mary Ellen McCarty,2012/05/16 00:00:00+00, ,0,52.125,36.1366094829938
5150,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR07,WSCR06,Culverted,Channelized,All Sides Channelized,,WScul160,,,,WSCC151,,,,,WSCR07,Mary Ellen McCarty,2012/05/16 00:00:00+00, ,0,175.234375,64.2169878325085
5151,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR07,WSCR06,,Channelized,All Sides Channelized,,,,,,WSCC151,,,,,WSCR07,Mary Ellen McCarty,2012/05/16 00:00:00+00, ,0,487.58984375,157.699563784217
5152,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR07,WSCR06,,Channelized,All Sides Channelized,,,,,,WSCC116,,,,,WSCR07,Mary Ellen McCarty,2012/05/16 00:00:00+00, ,0,909.875,253.178957148295
5153,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR07,WSCR08,,,,,,,,,WSCC116,,,,,WSCR07,Mary Ellen McCarty,2012/05/16 00:00:00+00, ,0,202.7109375,67.6232277314974
5154,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR07,WSCR08,,Channelized,All Sides Channelized,,,,,,WSCC116,,,,,WSCR07,Mary Ellen McCarty,2012/05/16 00:00:00+00, ,0,248.47265625,87.8800685090612
5155,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR07,WSCR08,Culverted,,,,WScul161,,,,WSCC116,,,,,WSCR07,Mary Ellen McCarty,2014/05/05 00:00:00+00, ,0,388.93359375,130.919220914107
5156,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR07,WSCR08,,Channelized,Both Banks Channelized,,,,,,WSCC116,,,,,WSCR07,Mary Ellen McCarty,2014/05/05 00:00:00+00, ,0,596.36328125,193.728462703726
5157,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR11,WSCR12,,,,,,,,,WSCC066,,,,,WSCR11,Mary Ellen McCarty,2014/05/05 00:00:00+00, ,0,1174.671875,190.851702229402
5158,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR11,WSCR12,Bridged,,,,WSbri382,,,,WSCC016,,,,,WSCR11,Mary Ellen McCarty,2014/05/05 00:00:00+00, ,0,352.7265625,77.4384320745808
5159,Cresheim Creek,Philadelphia,,Wissahickon Creek,Cresheim Creek,,WSCR11,WSCR12,,,,,,,,,WSCC016,,,,,WSCR11,Mary Ellen McCarty,2014/05/05 00:00:00+00, ,0,218.640625,59.898289784161
5160,Unnamed Impoundment,Philadelphia,,Wissahickon Creek,,,WSU_I01,WSU_I01,Impoundment,,,Disconnected from Stream Network,,,,,W,,,,,WSU_I01,,, ,0,397.7421875,99.9995224020155
5161,"Wissahickon Creek, unnamed trib (D)",Philadelphia,,Wissahickon Creek,Wissahickon Creek,,WSU_MS04,WSU_MS04,Bridged,,,,WSbri220,,,,WS622,,,,,WSU_MS04,Mary Ellen McCarty,2014/04/29 00:00:00+00, ,0,35.5234375,24.0344680118476
5162,"Wissahickon Creek, unnamed trib (D)",Springfield Township,Montgomery,Wissahickon Creek,Wissahickon Creek,,WSU_MS04,WSU_MS04,Bridged,,,,WSbri218,,,,WS622,,,,,,Mary Ellen McCarty,2014/04/29 00:00:00+00, ,0,49.55859375,46.2644904130915
5163,"Wissahickon Creek, unnamed trib (D)",Springfield,Montgomery,Wissahickon Creek,Wissahickon Creek,,WSU_MS04,WSU_MS04,Culverted,,,,WScul489,,,,WS622,,,,,,Mary Ellen McCarty,2014/04/29 00:00:00+00, ,0,23.9375,21.4400587145465
5164,Unnamed Impoundment,Philadelphia,,Wissahickon Creek,,,WSU_I03,WSU_I03,Impoundment,,,Disconnected from Stream Network,,,,,W,,,,,WSU_I03,,, ,0,224.61328125,76.0530070292409
5165,PWD Southwest,Philadelphia,,Schuylkill River,,,SCH_SW2,SCH_SW2,Impoundment,,,Disconnected from Stream Network,,,,,S,,,,,SCH_SW2,,, ,0,3759.921875,406.591954586598
5166,Unnamed Trib,Philadelphia,,Schuylkill River,,,SCH_I06,SCH_I06,Impoundment,,,Disconnected from Stream Network,,,,,S,,,,,SCH_I06,,, ,0,16368.203125,2663.49057025217
5167,Unnamed Trib,Philadelphia,,Delaware Direct,,,DD_I06,DD_I06,Impoundment,,,Disconnected from Stream Network,,,,,S,,,,,DD_I06,,, ,0,8895.67578125,1513.98309474487
5168,Schuylkill River,Philadelphia,,Schuylkill River,,,SCH_MS02,SCH_MS02,,,,,,,,,SC1573,,,,,SCH_MS02,Mary Ellen McCarty,2014/05/14 00:00:00+00, ,0,56931.87109375,989.336217482908
5169,Delaware River,Tinicum Township,,Delaware Direct,,, , ,,,,,,,,,DR8194,,,,,,,, ,0,40067257.9570313,76921.363490469
5170,Delaware River,Philadelphia,,Delaware Direct,,,DD_MS07,DD_MS07,,,,,,,,,DR8194,,,,,DD_MS07,,, ,0,1159161.17578125,6378.38101495536
5171,Delaware River,Philadelphia,,Delaware Direct,,,DD_MS01,DD_MS01,,,,,,,,,DR10016,,,,,DD_MS01,,, ,0,3360443.75390625,13329.4530268501
5172,Delaware River,Philadelphia,,Delaware Direct,,,DD_MS03,DD_MS03,,,,,,,,,DR10016,,,,,DD_MS03,,, ,0,4922494.51171875,15695.9639704919
5173,Delaware River,NJ,,Delaware Direct,,, , ,,,,,,,,,DR10016,,,,,,,, ,0,3241520.6171875,15983.9987120827
5174,Delaware River,Philadelphia,,Delaware Direct,,,DD_MS04, ,,,,,,,,,DR10016,,,,,DD_MS04,,, ,0,8662064.21875,38264.6547703248
5175,Delaware River,Philadelphia,,Delaware Direct,,,DD_MS05,DD_MS05,,,,,,,,,DR9681,,,,,DD_MS05,,, ,0,7086908.125,39801.9503609177
5176,West Branch Indian Creek,Philadelphia,,Cobbs Creek,,,CC_ICW,CC_ICW,Culverted,,,,,,,,DCI010,,,,,CC_ICW,Mary Ellen McCarty,2012/05/18 00:00:00+00, ,0,297.0859375,86.7720114968388
5177,West Branch Indian Creek,Lower Merion TWP,Montgomery,Cobbs Creek,,, , ,,,,,,,,,DCI010,,,,,,,, ,0,3759.07421875,1694.4236466719
5178,East Branch Indian,Philadelphia,,Cobbs Creek,,,CC_ICE,CC_ICE,,,,,,,,,DCI010,,,,,CC_ICE,Xi Chen,2014/10/01 00:00:00+00, ,0,2165.1328125,567.985720098613
5179,East Branch Indian,Philadelphia,,Cobbs Creek,,,CC_ICE,CC_ICE,Culverted,,,,,,,,DCI010,,,,,CC_ICE,Mary Ellen McCarty,2012/05/18 00:00:00+00, ,0,628.6953125,120.554397135653
5180,East Branch Indian,Lower Merion TWP,Montgomery,Cobbs Creek,,, , ,,,,,,,,,DCI010,,,,,,,, ,0,4754.95703125,1730.65777536095
5181,East Branch Indian,Delaware,,Cobbs Creek,,,CC_ICE,CC_ICE,Culverted,,,,,,,,DCI010,,,,,CC_ICE,Xi Chen,2014/10/27 00:00:00+00, ,0,177.58984375,71.7544810809541
5182,"Cobbs Creek, unnamed trib",Philadelphia,,Cobbs Creek,,,CCU_01,CCU_01,,,,,,,,,DCC115,,,,,CCU_01,Mary Ellen McCarty,2012/05/21 00:00:00+00, ,0,373.375,189.870776404474
5183,Unnamed Impoundment,Philadelphia,,Schuylkill River,,,SCH_I05,SCH_I05,Impoundment,,,Disconnected from Stream Network,,,,,S,,,,,SCH_I05,Mary Ellen McCarty,2014/05/14 00:00:00+00, ,0,3404.89453125,241.593644752119
5184,Unnamed Pond,Tinicum Township,,Darby Creek,,,,,Impoundment,,,Disconnected from Stream Network,,,,,DAR,,,,,,,, ,0,9929.0625,528.216690327266
5185,Darby Creek,Philadelphia,,Darby Creek,,,DC_DC01,DC_DC01,Bridged,,,,,,,,DCD480,,,,,DC_DC01,Mary Ellen McCarty,2014/03/17 00:00:00+00, ,0,1738.98046875,173.17145354023
5186,PWD Southwest,Philadelphia,,Schuylkill River,,,SCH_SW6,SCH_SW6,Impoundment,,,Disconnected from Stream Network,,,,,S,,,,,SCH_SW6,,, ,0,23847.6953125,1407.92404880082
5187,Unnamed Impoundment,Philadelphia,,Darby Creek,,,DC_I05,DC_I05,Impoundment,,,Disconnected from Stream Network,,,,,DAR,,,,,DC_I05,Mary Ellen McCarty,2012/08/10 00:00:00+00, ,0,6729.671875,339.118115992894
5188,Unnamed Impoundment,Tinicum Township,,Darby Creek,,,,,Impoundment,,,,,,,,DAR,,,,,,,, ,0,331.49609375,69.2147664195488
5189,Unnamed Drainage,Tinicum Township,,Darby Creek,,,,,Drainage,,,,,,,,DAR,,,,,,,, ,0,34808.5859375,3369.06935325773
5190,Unnamed Drainage,Philadelphia,,Darby Creek,,,,,Drainage,,,,,,,,DAR,,,,,,,, ,0,11213.01171875,2292.76049011848
5191,Unnamed Wetland,Philadelphia,,Darby Creek,,,DC_I01,DC_I01,Wetland,,,Connected to Stream Network,,,,,DAR,,,,,DC_I01,Mary Ellen McCarty,2012/08/10 00:00:00+00, ,0,31891.5390625,944.202412971171
5192,Unnamed Wetland,Philadelphia,,Darby Creek,,,DC_I03,DC_I03,Wetland,,,,,,,,DAR,,,,,DC_I03,,, ,0,3452.77734375,460.503929079783
5193,John Heinz Marsh,Philadelphia,,Darby Creek,,,DC_JHM,DC_JHM,Wetland,,,Connected to Stream Network,,,,,DAR,,,,,DC_JHM,,, ,0,175467.03125,2095.64162003644
5194,John Heinz Impoundment,Philadelphia,,Darby Creek,,,DC_JHI,DC_JHI,Impoundment,,,Connected to Stream Network,,,,,DAR,,,,,DC_JHI,,, ,0,975727.80859375,7603.91095853836
5195,Mingo Basin,Philadelphia,,Schuylkill River,,,SCH_MNGO,SCH_MNGO,,,,,,,,,SC136,,,,,SCH_MNGO,Mary Ellen McCarty,2014/05/14 00:00:00+00, ,0,129855.7265625,2598.83335510699
5196,Mingo Creek,Philadelphia,,Schuylkill River,,,SCH_MNGO,SCH_MNGO,Culverted,Channelized,,,,,,,SCMG076,,,,,SCH_MNGO,Mary Ellen McCarty,2014/05/14 00:00:00+00, ,0,1521.2109375,157.14701703337
5197,Mingo Basin,Philadelphia,,Schuylkill River,,Mingo Basin,SCH_MNGO,SCH_MNGO,,,,,,,,,SCMG076,,,,,SCH_MNGO,Mary Ellen McCarty,2014/05/14 00:00:00+00, ,0,18598.30078125,732.109461657474
5198,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR01,CC_RR01,,,,,,,,,DCC455,Reach 01,,,,CC_RR01,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,405.88671875,97.9171580810417
5199,"Cobbs Creek, unnamed trib",Upper Darby Township,,Cobbs Creek,,, , ,,,,,,,,,DCC455,,,,,,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,825.1015625,423.5338941193
5200,"Cobbs Creek, unnamed trib",Upper Darby Township,,Cobbs Creek,,, , ,,,,,,,,,DCC455,,,,,,,, ,0,2948.45703125,1474.75822231411
5201,"Cobbs Creek, unnamed trib",Upper Darby Township,,Cobbs Creek,,, , ,Bridged,,,,,,,,DCC455,,,,,,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,74.734375,37.0056763945154
5202,"Cobbs Creek, unnamed trib",Upper Darby Township,,Cobbs Creek,,, , ,,,,,,,,,DCC455,,,,,,,, ,0,642.24609375,236.17878169371
5203,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR01,CC_RR01,,,,,,,,,DCC455,Reach 01,,,,CC_RR01,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,874.02734375,194.430858740005
5204,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR01,CC_RR01,,,,,,,,,DCC455,Reach 01,,,,CC_RR01,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,735.9921875,202.663116897849
5205,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR01,CC_RR01,,,,,,,,,DCC455,Reach 01,,,,CC_RR01,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,901.3046875,229.903451589111
5206,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR01,CC_RR01,,,,,,,,,DCC455,Reach 01,,,,CC_RR01,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,802.48828125,217.877826341169
5207,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR01,CC_RR01,,,,,,,,,DCC455,Reach 01,,,,CC_RR01,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,2109.6484375,251.633536190723
5208,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR01,CC_RR01,,,,,,,,,DCC455,Reach 01,,,,CC_RR01,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,1290.6015625,227.103225521104
5209,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,Bridged,,,,,,,,DCC455,Reach 02,,,,CC_RR02,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,53.44921875,33.090325843311
5210,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,,,,,,,,,DCC455,Reach 02,,,,CC_RR02,,, ,0,405.234375,115.888695171858
5211,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,,,,,,,,,DCC455,Reach 02,,,,CC_RR02,,, ,0,1218.22265625,288.11682424223
5212,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,,,,,,,,,DCC455,Reach 02,,,,CC_RR02,Xi Chen,2014/10/27 00:00:00+00, ,0,1322.09375,226.068982702111
5213,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,,,,,,,,,DCC455,Reach 02,,,,CC_RR02,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,1177.93359375,233.437600217753
5214,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,,,,,,,,,DCC455,Reach 02,,,,CC_RR02,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,1107.77734375,225.886147341132
5215,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,,,,,,,,,DCC455,Reach 02,,,,CC_RR02,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,56.41015625,34.4436306309307
5216,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,,,,,,,,,DCC455,Reach 02,,,,CC_RR02,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,79.875,37.3592568797722
5217,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,,,,,,,,,DCC455,Reach 02,,,,CC_RR02,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,827.3671875,193.775996721265
5218,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,,,,,,,,,DCC455,Reach 02,,,,CC_RR02,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,896.78125,208.358388157459
5219,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,,,,,,,,,DCC455,Reach 02,,,,CC_RR02,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,804.9453125,207.420549956987
5220,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,,,,,,,,,DCC455,Reach 02,,,,CC_RR02,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,1133.16015625,188.410837310435
5221,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,,,,,,,,,DCC455,Reach 02,,,,CC_RR02,Mary Ellen McCarty,2014/03/12 00:00:00+00, ,0,1010.09765625,183.157506087317
5222,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,Bridged,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Xi Chen,2014/10/27 00:00:00+00, ,0,22.453125,21.6485524191851
5223,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,Bridged,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,52.45703125,34.9384669772906
5224,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,1474.48046875,290.443623209993
5225,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR02,CC_RR02,,,,,,,,,DCC455,Reach 02,,,,CC_RR02,Mary Ellen McCarty,2014/09/25 00:00:00+00, ,0,649.125,140.135083831983
5226,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/09/25 00:00:00+00, ,0,1040.90625,216.034825082592
5227,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,802.4375,188.93721222565
5228,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,981.08984375,188.892021548246
5229,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,912.1875,189.245856862254
5230,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,1207.2734375,197.164941142227
5231,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,1128.6953125,194.423936231441
5232,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,1013.40234375,274.611621032284
5233,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,2191.05078125,359.977613053641
5234,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,1679.1328125,286.947647028599
5235,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,1501.5859375,275.301920881329
5236,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,1158.05859375,297.287235976502
5237,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,1560.234375,248.100309268291
5238,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR03,CC_RR03,,,,,,,,,DCC455,Reach 03,,,,CC_RR03,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,1508.72265625,259.520894749841
5239,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR04,CC_RR04,,,,,,,,,DCC455,Reach 04,,,,CC_RR04,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,1350.73046875,223.326167810839
5240,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR04,CC_RR04,,,,,,,,,DCC455,Reach 04,,,,CC_RR04,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,1635.89453125,227.623523378713
5241,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR04,CC_RR04,,,,,,,,,DCC455,Reach 04,,,,CC_RR04,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,1165.47265625,218.411363971422
5242,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR04,CC_RR04,,,,,,,,,DCC455,Reach 04,,,,CC_RR04,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,1132.33203125,222.360903469616
5243,"Cobbs Creek, Unnamed Trib",Upper Darby,Delaware Cunty,Cobbs Creek,,,CC_RR04,CC_RR04,,,,,,,,,DCC455,Reach 04,,,,CC_RR04,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,617.53125,159.99088161241
5244,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR04,CC_RR04,,,,,,,,,DCC455,Reach 04,,,,CC_RR04,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,2356.8515625,303.356509894842
5245,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR04,CC_RR04,,,,,,,,,DCC455,Reach 04,,,,CC_RR04,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,2692.2890625,310.556900265542
5246,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR04,CC_RR04,,,,,,,,,DCC455,Reach 04,,,,CC_RR04,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,2899.04296875,313.783982325811
5247,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR04,CC_RR04,,,,,,,,,DCC455,Reach 04,,,,CC_RR04,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,3245.8046875,319.390885643724
5248,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR04,CC_RR04,,,,,,,,,DCC455,Reach 04,,,,CC_RR04,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,3015.32421875,315.526496874762
5249,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR05,CC_RR05,,,,,,,,,DCC455,Reach 05,,,,CC_RR05,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,2908.765625,324.617813804538
5250,Cobbs Creek,Philadelphia,,Cobbs Creek,,,CC_RR05,CC_RR05,,,,,,,,,DCC455,Reach 05,,,,CC_RR05,Mary Ellen McCarty,2014/03/13 00:00:00+00, ,0,2201.234375,307.856885179858
