OBJECTID,CREEK_NAME,MUNI,COUNTY,WATERSHED,SUBSHED,LABEL,SEGMENT_ID,REACH_ID,INF1,INF2,INF3,INF4,INF_ID,SOURCE,GNIS_NAME,GNIS_ID,MON_ID,RESTORATION_ID,ORDER_SHREVE,ORDER_STRAHLER,UREACHID,FACILITYID,EDITOR,EDIT_DATE,NOTES,RIVERMILE,Shape__Area,Shape__Length
1100,Needle Run,Whitemarsh TWP,Montgomery,Wissahickon Creek,,,U,U,,,,,,,,,WS1075,,,,,,,, ,0,94.390625,53.3638563195188
1101,Needle Run,Whitemarsh TWP,Montgomery,Wissahickon Creek,,,U,U,Bridged,,,,WSbri164,,,,WS1075,,,,,,,, ,0,17.625,17.3408061025313
1102,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA03,WSRVA02,,,,,,,,,WSRV038,,,,,,,, ,0,2070.625,876.500007992817
1103,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA01,WSRVA02,,,,,,,,,WSRV038,,,,,,,, ,0,757.828125,894.061336349093
1104,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA01,WSRVA02,,Channelized,Right Bank Channelized,,,,,,WSRV038,,,,,,,, ,0,31.8359375,29.8476206309205
1105,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA01,WSRVA02,,Channelized,Left Bank Channelized,,,,,,WSRV038,,,,,,,, ,0,177.33984375,147.201616258835
1106,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA01,WSRVA02,,,,,,,,,WSRV038,,,,,,,, ,0,137.88671875,75.7722977577829
1107,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA01,WSRVA02,,,,,,,,,WSRV038,,,,,,,, ,0,292.6015625,256.587885275667
1108,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA01,WSRVA02,,,,,,,,,WSRV038,,,,,,,, ,0,179.91015625,113.99968785474
1109,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA01,WSRVA02,Culverted,,,,WScul266,,,,WSRV038,,,,,,,, ,0,24.32421875,22.6463319184754
1110,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA01,WSRVA02,,,,,,,,,WSRV038,,,,,,,, ,0,442.40234375,380.091760492091
1111,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA01,WSRVA02,,,,,,,,,WSRV038,,,,,,,, ,0,491.4453125,464.761390663353
1112,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA01,WSRVA02,,Channelized,Both Banks Channelized,,,,,,WSRV038,,,,,,,, ,0,52.0859375,63.4344906651248
1113,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA01,WSRVA02,,,,,,,,,WSRV038,,,,,,,, ,0,373.16796875,343.643671658506
1114,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA01,WSRVA02,Culverted,,,,,,,,WSRV038,,,,,,,, ,0,15.27734375,17.8196487163541
1115,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA03,WSRVA02,,,,,,,,,WSRV038,,,,,,,, ,0,230.08984375,122.709404509471
1116,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA05,WSRVA04,,,,,,,,,WSRV038,,,,,,,, ,0,94.3046875,63.7055234588012
1117,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA03,WSRVA04,,,,,,,,,WSRV038,,,,,,,, ,0,1111.0703125,570.860810867352
1118,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA05,WSRVA04,,,,,,,,,WSRV038,,,,,,,, ,0,1379.01171875,565.051910932236
1119,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA05,WSRVA06,Bridged,,,,WSbri133,,,,WSRV038,,,,,,,, ,0,15.3515625,17.8849348653688
1120,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA05,WSRVA06,,,,,,,,,WSRV038,,,,,,,, ,0,44.96484375,44.3623202519864
1121,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA05,WSRVA06,,,,,,,,,WSRV038,,,,,,,, ,0,816.8671875,354.414572822091
1122,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA05,WSRVA06,,Channelized,Right Bank Channelized,,,,,,WSRV038,,,,,,,, ,0,67.32421875,44.0333851734174
1123,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA05,WSRVA06,,,,,,,,,WSRV038,,,,,,,, ,0,284.375,127.097050865938
1124,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA07,WSRVA06,,,,,,,,,WSRV038,,,,,,,, ,0,388.9765625,140.455425693713
1125,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA05,WSRVA06,,,,,,,,,WSRV038,,,,,,,, ,0,211.8125,101.212045289004
1126,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA07,WSRVA06,,Channelized,Right Bank Channelized,,,,,,WSRV038,,,,,,,, ,0,327.08203125,108.473071102376
1127,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA07,WSRVA06,Bridged,,,,WSbri085,,,,WSRV038,,,,,,,, ,0,45.94140625,27.9712944048247
1128,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA07,WSRVA06,,,,,,,,,WSRV038,,,,,,,, ,0,327.28515625,127.921051503609
1129,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA07,WSRVA06,,,,,,,,,WSRV038,,,,,,,, ,0,67.58203125,35.2564518695442
1130,"Rose Valley Creek, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRVA07,WSRVA06,,Channelized,Bottom Channelized,,,,,,WSRV038,,,,,,,, ,0,168.4921875,84.4154632170334
1131,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV05,WSRV06,Culverted,,,,WScul261,,,,WSRV038,,,,,,,, ,0,179.86328125,64.3242133731857
1132,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV03,WSRV02,,,,,,,,,WSRV038,,,,,,,, ,0,468.44140625,287.374797312309
1133,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV05,WSRV04,,,,,,,,,WSRV038,,,,,,,, ,0,362.10546875,177.633065490152
1134,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV05,WSRV04,Culverted,,,,WScul258,,,,WSRV038,,,,,,,, ,0,170.1640625,91.8278811167223
1135,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV05,WSRV04,,,,,,,,,WSRV038,,,,,,,, ,0,982.88671875,167.333853177128
1136,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV05,WSRV04,Culverted,,,,WScul259,,,,WSRV038,,,,,,,, ,0,49.29296875,32.7382057631768
1137,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV05,WSRV04,,,,,,,,,WSRV038,,,,,,,, ,0,158.2890625,76.8736869490959
1138,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV05,WSRV06,,,,,,,,,WSRV038,,,,,,,, ,0,1304.1640625,451.462380842192
1139,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV05,WSRV04,,,,,,,,,WSRV038,,,,,,,, ,0,94.9296875,53.3405074758989
1140,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV05,WSRV06,,,,,,,,,WSRV038,,,,,,,, ,0,908.31640625,280.407996354952
1141,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV07,WSRV06,,,,,,,,,WSRV038,,,,,,,, ,0,1230.57421875,387.332393221356
1142,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV07,WSRV06,,Channelized,Both Banks Channelized,,,,,,WSRV038,,,,,,,, ,0,831.5625,356.18532591379
1143,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV09,WSRV08,,Channelized,Left Bank Channelized,,,,,,WSRV038,,,,,,,, ,0,364.51171875,188.016230771306
1144,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV07,WSRV06,,,,,,,,,WSRV038,,,,,,,, ,0,11123.3984375,637.795182751814
1145,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV09,WSRV08,,,,,,,,,WSRV038,,,,,,,, ,0,405.0625,126.260120438188
1146,Rose Valley Creek,Ambler Borough,Montgomery,Wissahickon Creek,,,WSRV09,WSRV08,,,,,,,,,WSRV038,,,,,,,, ,0,1032.76171875,296.139185419496
1147,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV09,WSRV08,,,,,,,,,WSRV038,,,,,,,, ,0,2844.41796875,632.648720834249
1148,Rose Valley Creek,Ambler Borough,Montgomery,Wissahickon Creek,,,WSRV09,WSRV08,,Channelized,Left Bank Channelized,,,,,,WSRV038,,,,,,,, ,0,163.94921875,75.4316511247962
1149,Rose Valley Creek,Ambler Borough,Montgomery,Wissahickon Creek,,,WSRV09,WSRV10,,,,,,,,,WSRV038,,,,,,,, ,0,197.98046875,64.3395277421459
1150,Rose Valley Creek,Ambler Borough,Montgomery,Wissahickon Creek,,,WSRV09,WSRV08,,,,,,,,,WSRV038,,,,,,,, ,0,358.31640625,163.984758103166
1151,Rose Valley Creek,Ambler Borough,Montgomery,Wissahickon Creek,,,WSRV09,WSRV08,,Channelized,Both Banks Channelized,,,,,,WSRV038,,,,,,,, ,0,325.0625,140.501456171424
1152,Rose Valley Creek,Ambler Borough,Montgomery,Wissahickon Creek,,,WSRV09,WSRV08,,,,,,,,,WSRV038,,,,,,,, ,0,787.24609375,240.498672699036
1153,Rose Valley Creek,Ambler Borough,Montgomery,Wissahickon Creek,,,WSRV09,WSRV08,Bridged,,,,WSbri093,,,,WSRV038,,,,,,,, ,0,61.203125,32.0940785398791
1154,Rose Valley Creek,Ambler Borough,Montgomery,Wissahickon Creek,,,WSRV09,WSRV08,,,,,,,,,WSRV038,,,,,,,, ,0,2321.2890625,518.360900440909
1155,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV01,WSRV02,Culverted,,,,,,,,WSRV038,,,,,,,, ,0,351,262.213691883889
1156,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV01,WSRV02,,,,,,,,,WSRV038,,,,,,,, ,0,82.453125,106.485263073421
1157,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV03,WSRV02,,,,,,,,,WSRV038,,,,,,,, ,0,119.65625,125.928634350978
1158,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV01,WSRV02,,,,,,,,,WSRV038,,,,,,,, ,0,364.359375,289.295099216126
1159,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV01,WSRV02,,,,,,,,,WSRV038,,,,,,,, ,0,1091.890625,875.946999555114
1160,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,U,U,,,,,,,,,WSRV038,,,,,,,, ,0,206.8125,124.364735945986
1161,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV01,WSRV02,,,,,,,,,WSRV038,,,,,,,, ,0,1234.3828125,1057.82685524677
1162,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV01,WSRV02,Culverted,,,,,,,,WSRV038,,,,,,,, ,0,875.265625,689.475796378712
1163,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV03,WSRV02,,,,,,,,,WSRV038,,,,,,,, ,0,154.94921875,79.3605784110699
1164,Rose Valley Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSRV03,WSRV02,,,,,,,,,WSRV038,,,,,,,, ,0,676.390625,598.965563521873
1165,Rose Valley Creek,Ambler Borough,Montgomery,Wissahickon Creek,,,WSRV09,WSRV10,,,,,,,,,WSRV038,,,,,,,, ,0,3676.609375,972.029832442838
1166,Rose Valley Creek,Ambler Borough,Montgomery,Wissahickon Creek,,,WSRV11,WSRV10,,,,,,,,,WSRV038,,,,,,,, ,0,145.23046875,84.4003231453438
1167,Tannery Run,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSTR09,WSTR08,,,,,,,,,WS1329,,,,,,,, ,0,416.46875,208.972968268167
1168,Tannery Run,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSTR09,WSTR08,,,,,,,,,WS1329,,,,,,,, ,0,97.890625,56.894241124295
1169,Tannery Run,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSTR09,WSTR08,,Channelized,Right Bank Channelized,,,,,,WS1329,,,,,,,, ,0,93.67578125,95.7898583396162
1170,Tannery Run,TBA,Montgomery,Wissahickon Creek,,,WSTR09,WSTR08,,Channelized,Both Banks Channelized,,,,,,WS1329,,,,,,,, ,0,89.6796875,76.1563687281072
1171,Tannery Run,Ambler Borough,Montgomery,Wissahickon Creek,,,WSTR09,WSTR08,Culverted,,,,WScul287,,,,WS1329,,,,,,,, ,0,320.07421875,183.632554849001
1172,Tannery Run,TBA,Montgomery,Wissahickon Creek,,,WSTR09,WSTR08,,,,,,,,,WS1329,,,,,,,, ,0,20.84375,21.2223881516253
1173,Tannery Run,Ambler Borough,Montgomery,Wissahickon Creek,,,WSTR09,WSTR08,,,,,,,,,WS1329,,,,,,,, ,0,1099.41796875,460.44432142477
1174,Tannery Run,Ambler Borough,Montgomery,Wissahickon Creek,,,WSTR09,WSTR10,Culverted,,,,,,,,WS1329,,,,,,,, ,0,489.04296875,234.61544787525
1175,Tannery Run,Ambler Borough,Montgomery,Wissahickon Creek,,,WSTR09,WSTR10,Culverted,,,,,,,,WS1329,,,,,,,, ,0,3214.79296875,1493.96423084065
1176,Tannery Run,Ambler Borough,Montgomery,Wissahickon Creek,,,WSTR09,WSTR10,,,,,,,,,WS1329,,,,,,,, ,0,295.140625,162.629059778548
1177,Tannery Run,Ambler Borough,Montgomery,Wissahickon Creek,,,WSTR09,WSTR10,Culverted,,,,WScul288,,,,WS1329,,,,,,,, ,0,59.921875,39.7895577964387
1178,Tannery Run,Ambler Borough,Montgomery,Wissahickon Creek,,,WSTR09,WSTR10,,Channelized,Right Bank Channelized,,,,,,WS1329,,,,,,,, ,0,252.25,144.662309803004
1179,Tannery Run,Ambler Borough,Montgomery,Wissahickon Creek,,,WSTR09,WSTR10,Culverted,,,,,,,,WS1329,,,,,,,, ,0,1116.83203125,479.43702143738
1180,Tannery Run,Ambler Borough,Montgomery,Wissahickon Creek,,,WSTR11,WSTR10,,,,,,,,,WS1329,,,,,,,, ,0,1029.5703125,452.170623634628
1181,Stuart Farm Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,U,U,,,,,,,,,WS1210,,,,,,,, ,0,82.13671875,75.1509834710332
1182,Stuart Farm Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSMSG01,WSMSG02,,,,,,,,,WS1210,,,,,,,, ,0,706.2890625,540.424258165928
1183,Stuart Farm Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSMSG01,WSMSG02,,,,,,,,,WS1210,,,,,,,, ,0,1131.7109375,746.722470041489
1184,Stuart Farm Creek,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSMSG03,WSMSG02,,,,,,,,,WS1210,,,,,,,, ,0,356.25,250.394426325601
1185,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD01,WSPRD02,,,,,,,,,SRPR069,,,,,,,, ,0,759.62109375,790.740964720919
1186,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,U,U,,,,,,,,,SRPR069,,,,,,,, ,0,813.29296875,471.900527153989
1187,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD03,WSPRD02,,,,,,,,,SRPR069,,,,,,,, ,0,1037.3046875,928.298996523484
1188,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD02,WSPRD04,,,,,,,,,SRPR069,,,,,,,, ,0,1199.19140625,590.89955352783
1189,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD02,WSPRD04,,,,,,,,,SRPR069,,,,,,,, ,0,398.0625,300.988746839251
1190,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD02,WSPRD04,Culverted,,,,WScul334,,,,SRPR069,,,,,,,, ,0,56.45703125,48.4405328495673
1191,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD05,WSPRD06,Bridged,,,,WSbri339,,,,SRPR069,,,,,,,, ,0,51.37109375,39.123451803766
1192,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD05,WSPRD06,,,,,,,,,SRPR069,,,,,,,, ,0,170.75,143.742503505627
1193,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD05,WSPRD06,Bridged,,,,WSbri340,,,,SRPR069,,,,,,,, ,0,68.9375,46.3512049357115
1194,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD11,WSPRD08,,,,,,,,,SRPR069,,,,,,,, ,0,347.171875,254.441994719697
1195,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD11,WSPRD08,,,,,,,,,SRPR069,,,,,,,, ,0,2157.73046875,1031.32107863968
1196,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD11,WSPRD12,,,,,,,,,SRPR069,,,,,,,, ,0,3534.95703125,1349.55698378559
1197,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD15,WSPRD14,,,,,,,,,SRPR069,,,,,,,, ,0,977.34375,578.414614296717
1198,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD13,WSPRD14,,,,,,,,,SRPR069,,,,,,,, ,0,387.15234375,177.800471218118
1199,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD13,WSPRD14,,,,,,,,,SRPR069,,,,,,,, ,0,976.79296875,608.316346915915
1200,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD13,WSPRD12,,,,,,,,,SRPR069,,,,,,,, ,0,1509.16796875,802.936449560098
1201,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD07,WSPRD08,,,,,,,,,SRPR069,,,,,,,, ,0,1935.17578125,1126.05303279258
1202,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD05,WSPRD06,,,,,,,,,SRPR069,,,,,,,, ,0,655.71484375,540.171238221486
1203,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD05,WSPRD06,,,,,,,,,SRPR069,,,,,,,, ,0,357.63671875,174.907371865575
1204,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD05,WSPRD04,Bridged,,,,WSbri338,,,,SRPR069,,,,,,,, ,0,54.03125,46.854403191052
1205,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD05,WSPRD04,,,,,,,,,SRPR069,,,,,,,, ,0,1082.71875,621.09334964934
1206,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD05,WSPRD04,,,,,,,,,SRPR069,,,,,,,, ,0,173.58203125,254.537830209006
1207,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD07,WSPRD06,,,,,,,,,SRPR069,,,,,,,, ,0,248.96875,148.642595457336
1208,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD07,WSPRD06,,,,,,,,,SRPR069,,,,,,,, ,0,1726.9765625,973.57216381207
1209,"Pine Run, unnamed trib (D)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRD07,WSPRD06,Bridged,,,,WSbri341,,,,SRPR069,,,,,,,, ,0,11.21875,14.7747180961719
1210,"Pine Run, unnamed trib (E) unnamed trib",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRE03,WSPRE02,,,,,,,,,SRPR069,,,,,,,, ,0,642.58984375,460.791478186978
1211,"Pine Run, unnamed trib (E) unnamed trib",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRE01,WSPRE02,,,,,,,,,SRPR069,,,,,,,, ,0,4299.46875,345.012610100081
1212,"Pine Run, unnamed trib (E) unnamed trib",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRE01,WSPRE02,,,,,,,,,SRPR069,,,,,,,, ,0,889.3359375,662.236722793964
1213,"Pine Run, unnamed trib (E) unnamed trib",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRE01,WSPRE02,Culverted,,,,WScul339,,,,SRPR069,,,,,,,, ,0,109.84375,77.3739384657588
1214,"Pine Run, unnamed trib (E) unnamed trib",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRE03,WSPRE04,,,,,,,,,SRPR069,,,,,,,, ,0,1046.37890625,522.207902941136
1215,"Pine Run, unnamed trib (E) unnamed trib",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRE03,WSPRE04,,,,,,,,,SRPR069,,,,,,,, ,0,1296.0390625,636.963912827347
1216,Sandy Run,Abington TWP,Montgomery,Wissahickon Creek,,,WSSR05,WSSR06,,,,,,,,,WSSR497,,,,,,,, ,0,3787.203125,806.880849132192
1217,Sandy Run,Abington TWP,Montgomery,Wissahickon Creek,,,WSSR05,WSSR06,,Channelized,Both Banks Channelized,,,,,,WSSR497,,,,,,,, ,0,2537.8515625,730.577196727253
1218,Sandy Run,Abington TWP,Montgomery,Wissahickon Creek,,,WSSR07,WSSR08,,,,,,,,,WSSR143,,,,,,,, ,0,3953.9296875,820.208927466466
1219,Sandy Run,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSSR09,WSSR08,,,,,,,,,WSSR143,,,,,,,, ,0,915,315.915243614032
1220,Sandy Run,Abington TWP,Montgomery,Wissahickon Creek,,,WSSR09,WSSR08,,,,,,,,,WSSR143,,,,,,,, ,0,4681.21484375,1094.35910914794
1221,Sandy Run,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSSR09,WSSR10,,,,,,,,,WSSR143,,,,,,,, ,0,2638.2265625,757.849824794682
1222,Sandy Run,U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSSR19*,WSSR18,,,,,,,,,WSSR143,,,,,,,, ,0,836.515625,341.01629394217
1223,Sandy Run,Springfield Township,Montgomery,Wissahickon Creek,,,WSSR21,WSSR20,,,,,,,,,WSSR143,,,,,,,, ,0,3824.7265625,884.416926389263
1224,Sandy Run,Springfield,Montgomery,Wissahickon Creek,,,WSSR21,WSSR22,,,,,,,,,WSSR143,,,,,,,, ,0,575.2265625,120.130922727964
1225,Sandy Run,Springfield,Montgomery,Wissahickon Creek,,,WSSR21,WSSR22,,,,,,,,,WSSR143,,,,,,,, ,0,1305.3984375,279.591235514858
1226,Sandy Run,Springfield,Montgomery,Wissahickon Creek,,,WSSR21,WSSR22,,,,,,,,,WSSR143,,,,,,,, ,0,3750.80859375,785.06361452092
1227,Sandy Run,Springfield,Montgomery,Wissahickon Creek,,,WSSR21,WSSR22,,,,,,,,,WSSR143,,,,,,,, ,0,688.92578125,294.303292942257
1228,Sandy Run,Springfield,Montgomery,Wissahickon Creek,,,WSSR23,WSSR24,,,,,,,,,WSSR143,,,,,,,, ,0,1480.921875,506.60818500822
1229,Sandy Run,Whitemarsh TWP,Montgomery,Wissahickon Creek,,,WSSR23,WSSR24,,,,,,,,,WSSR143,,,,,,,, ,0,2550.02734375,601.842796394791
1230,Sandy Run,Whitemarsh TWP,Montgomery,Wissahickon Creek,,,U,U,,,,,,,,,WSSR143,,,,,,,, ,0,987.98828125,425.593640183312
1231,Sandy Run,Whitemarsh TWP,Montgomery,Wissahickon Creek,,,WSSR25,WSSR24,Bridged,,,,WSbri188,,,,WSSR143,,,,,,,, ,0,314.1796875,120.820515250968
1232,Sandy Run,Whitemarsh TWP,Montgomery,Wissahickon Creek,,,WSSR25,WSSR24,,,,,,,,,WSSR143,,,,,,,, ,0,2527.37890625,489.29737389666
1233,Sandy Run,Whitemarsh TWP,Montgomery,Wissahickon Creek,,,WSSR27,WSSR26,,,,,,,,,WSSR096,,,,,,,, ,0,2604.38671875,603.089532638155
1234,Sandy Run,Whitemarsh TWP,Montgomery,Wissahickon Creek,,,WSSR27,WSSR28,,,,,,,,,WSSR096,,,,,,,, ,0,2693.83984375,545.584150154725
1235,"Pine Run, unnamed trib (C)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRC01,WSPRC02,,,,,,,,,SRPR151,,,,,,,, ,0,546.04296875,694.828449196084
1236,"Pine Run, unnamed trib (C)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,U,U,,,,,,,,,SRPR151,,,,,,,, ,0,537.578125,505.070215536775
1237,"Pine Run, unnamed trib (C)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRC03,WSPRC02,,,,,,,,,SRPR151,,,,,,,, ,0,882.2265625,900.470028942886
1238,"Pine Run, unnamed trib (C)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRC05,WSPRC04,,,,,,,,,SRPR151,,,,,,,, ,0,1740.2421875,915.289267582733
1239,"Pine Run, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRA03,WSPRA04,,,,,,,,,SRPR151,,,,,,,, ,0,359.62890625,221.211831163244
1240,"Pine Run, unnamed trib (A)",U. Dublin TWP,Montgomery,Wissahickon Creek,,,WSPRA03,WSPRA04,,,,,,,,,SRPR151,,,,,,,, ,0,2799.80859375,748.895345583869
